month,moran_i,p_value,n,series
2017-06-01,0.1973787830638653,0.001,148,Anomali log Chl-a
2017-07-01,0.6176228745431981,0.001,148,Anomali log Chl-a
2017-08-01,0.7249373813538321,0.001,148,Anomali log Chl-a
2017-09-01,0.6867636070402304,0.001,148,Anomali log Chl-a
2017-10-01,0.6627313443525079,0.001,147,Anomali log Chl-a
2017-11-01,0.45291407478975376,0.001,138,Anomali log Chl-a
2017-12-01,0.5711272295450188,0.001,134,Anomali log Chl-a
2018-01-01,0.33710618502730433,0.001,102,Anomali log Chl-a
2018-02-01,0.6646269286863088,0.001,147,Anomali log Chl-a
2018-03-01,0.7397470677400648,0.001,148,Anomali log Chl-a
2018-04-01,0.7200996824580345,0.001,148,Anomali log Chl-a
2018-05-01,0.5213483044168681,0.001,148,Anomali log Chl-a
2018-06-01,0.5242150623773338,0.001,148,Anomali log Chl-a
2018-07-01,0.8055078555778042,0.001,148,Anomali log Chl-a
2018-08-01,0.6602111661795755,0.001,148,Anomali log Chl-a
2018-09-01,0.6897596172077598,0.001,148,Anomali log Chl-a
2018-10-01,0.31618809474069,0.001,107,Anomali log Chl-a
2018-11-01,0.4772682217269698,0.001,144,Anomali log Chl-a
2018-12-01,0.5237420692768395,0.001,139,Anomali log Chl-a
2019-01-01,0.31461895704573367,0.001,148,Anomali log Chl-a
2019-02-01,0.483544759864884,0.001,147,Anomali log Chl-a
2019-03-01,0.7837111139181411,0.001,148,Anomali log Chl-a
2019-04-01,0.5699787638743808,0.001,148,Anomali log Chl-a
2019-05-01,0.6749048698435185,0.001,148,Anomali log Chl-a
2019-06-01,0.7861316711062243,0.001,148,Anomali log Chl-a
2019-07-01,0.8506859697419953,0.001,148,Anomali log Chl-a
2019-08-01,0.8632968318630774,0.001,148,Anomali log Chl-a
2019-09-01,0.8643673777867469,0.001,148,Anomali log Chl-a
2019-10-01,0.809320060971295,0.001,144,Anomali log Chl-a
2019-11-01,0.843204543075171,0.001,148,Anomali log Chl-a
2019-12-01,0.8678392066190737,0.001,148,Anomali log Chl-a
2020-01-01,0.6425919321390257,0.001,148,Anomali log Chl-a
2020-02-01,0.7322390050545656,0.001,143,Anomali log Chl-a
2020-03-01,0.31687674105521757,0.001,147,Anomali log Chl-a
2020-04-01,0.49303209932991676,0.001,148,Anomali log Chl-a
2020-05-01,0.6185888034383948,0.001,148,Anomali log Chl-a
2020-06-01,0.312883296416158,0.001,148,Anomali log Chl-a
2020-07-01,0.7672936467178824,0.001,148,Anomali log Chl-a
2020-08-01,0.7834189834357249,0.001,148,Anomali log Chl-a
2020-09-01,0.8106877503465595,0.001,145,Anomali log Chl-a
2020-10-01,0.6962928373496063,0.001,129,Anomali log Chl-a
2020-11-01,0.49449343617303504,0.001,131,Anomali log Chl-a
2020-12-01,0.39166249135297776,0.001,142,Anomali log Chl-a
2021-01-01,0.29178555567734266,0.001,104,Anomali log Chl-a
2021-02-01,0.48404784632861286,0.001,147,Anomali log Chl-a
2021-03-01,0.6851712265348089,0.001,148,Anomali log Chl-a
2021-04-01,0.4818225469308733,0.001,148,Anomali log Chl-a
2021-05-01,0.6028633680402797,0.001,148,Anomali log Chl-a
2021-06-01,0.7285455068787718,0.001,148,Anomali log Chl-a
2021-07-01,0.7470664862257488,0.001,148,Anomali log Chl-a
2021-08-01,0.6693116949179954,0.001,148,Anomali log Chl-a
2021-09-01,0.7272690268822557,0.001,148,Anomali log Chl-a
2021-10-01,0.7379701369198013,0.001,141,Anomali log Chl-a
2021-11-01,0.6704116935043742,0.001,133,Anomali log Chl-a
2021-12-01,0.5839456294653431,0.001,143,Anomali log Chl-a
2022-01-01,0.45917161893488967,0.001,147,Anomali log Chl-a
2022-02-01,0.6561194051620294,0.001,146,Anomali log Chl-a
2022-03-01,0.4500932182234516,0.001,146,Anomali log Chl-a
2022-04-01,0.6199997251554338,0.001,145,Anomali log Chl-a
2022-05-01,0.6005162217671088,0.001,148,Anomali log Chl-a
2022-06-01,0.5872590337151207,0.001,148,Anomali log Chl-a
2022-07-01,0.7538094341250856,0.001,148,Anomali log Chl-a
2022-08-01,0.789013994992291,0.001,148,Anomali log Chl-a
2022-09-01,0.793820642219673,0.001,141,Anomali log Chl-a
2022-10-01,0.7452560733730978,0.001,134,Anomali log Chl-a
2022-11-01,0.6102502074531058,0.001,145,Anomali log Chl-a
2022-12-01,0.5059306301652812,0.001,96,Anomali log Chl-a
2023-01-01,0.4369869982522049,0.001,144,Anomali log Chl-a
2023-02-01,0.63632416345649645,0.001,141,Anomali log Chl-a
2023-03-01,0.7613462528926597,0.001,148,Anomali log Chl-a
2023-04-01,0.6076915139249505,0.001,148,Anomali log Chl-a
2023-05-01,0.4848881314877648,0.001,148,Anomali log Chl-a
2023-06-01,0.42893198284728057,0.001,148,Anomali log Chl-a
2023-07-01,0.7450076891019286,0.001,148,Anomali log Chl-a
2023-08-01,0.7668159194526761,0.001,148,Anomali log Chl-a
2023-09-01,0.8521427733675319,0.001,148,Anomali log Chl-a
2023-10-01,0.8450303328034909,0.001,140,Anomali log Chl-a
2023-11-01,0.8935413569014522,0.001,143,Anomali log Chl-a
2023-12-01,0.8678528175761405,0.001,148,Anomali log Chl-a
2024-01-01,0.6157426310026729,0.001,144,Anomali log Chl-a
2024-02-01,0.5689490022258513,0.001,148,Anomali log Chl-a
2024-03-01,0.6456205170997198,0.001,148,Anomali log Chl-a
2024-04-01,0.8009044474726007,0.001,147,Anomali log Chl-a
2024-05-01,0.7020497408556996,0.001,148,Anomali log Chl-a
2024-06-01,0.7488007021074794,0.001,148,Anomali log Chl-a
2024-07-01,0.5801807753923203,0.001,148,Anomali log Chl-a
2024-08-01,0.826927421529071,0.001,146,Anomali log Chl-a
2024-09-01,0.400571463768631,0.001,148,Anomali log Chl-a
2024-10-01,0.7158766943346663,0.001,148,Anomali log Chl-a
2024-11-01,0.4962093655104313,0.001,132,Anomali log Chl-a
2024-12-01,0.4576500873817741,0.001,103,Anomali log Chl-a
2025-01-01,0.6212246948346283,0.001,148,Anomali log Chl-a
2025-02-01,0.602579425358357,0.001,142,Anomali log Chl-a
2025-03-01,0.454798799242561,0.001,148,Anomali log Chl-a
2025-04-01,0.5551275319730347,0.001,148,Anomali log Chl-a
2025-05-01,0.5232953340397146,0.001,148,Anomali log Chl-a
2025-06-01,0.6767689907429004,0.001,148,Anomali log Chl-a
2025-07-01,0.8365710546977791,0.001,148,Anomali log Chl-a
2025-08-01,0.777461446067272,0.001,148,Anomali log Chl-a
2025-09-01,0.7606224870164863,0.001,140,Anomali log Chl-a
2025-10-01,0.6738094945265022,0.001,148,Anomali log Chl-a
2025-11-01,0.7125015249777075,0.001,140,Anomali log Chl-a
2025-12-01,0.46868142934517204,0.001,144,Anomali log Chl-a
